ts,scenario,label,n_packets,total_bytes,cache_misses,instructions,branch_misses
1785727062.2439897,ddos,1,499302,20646580,14982413.0,4412837668.0,9953248.0
1785727063.279989,ddos,1,499142,20637540,14586352.0,4200988284.0,9586447.0
1785727064.3120587,ddos,1,495570,20489900,14737437.0,4187506406.0,9460721.0
1785727065.3481965,ddos,1,493214,20392512,15632775.0,4266952786.0,10246486.0
1785727066.384083,ddos,1,492596,20366972,16356917.0,4399951188.0,10623311.0
1785727067.424055,ddos,1,495494,20486752,16257490.0,4233614712.0,10245411.0
1785727068.4640906,ddos,1,501302,20726816,14400261.0,4208511124.0,9610043.0
1785727069.503978,ddos,1,501370,20729632,15245465.0,4198835974.0,9497990.0
1785727070.5441508,ddos,1,499448,20650180,15219710.0,4233875794.0,9818578.0
1785727071.5803022,ddos,1,498604,20615300,14531820.0,4188872334.0,9874689.0
1785727072.624052,ddos,1,503074,20800060,15074960.0,4200774336.0,9573439.0
1785727073.6600692,ddos,1,499338,20645644,15133786.0,4202714630.0,9624042.0
1785727074.6961043,ddos,1,499340,20645724,15101667.0,4196681711.0,9678507.0
1785727075.7322836,ddos,1,495064,20468980,16238208.0,4258878547.0,10336120.0
1785727076.768078,ddos,1,491082,20304380,17531763.0,4326309881.0,10964685.0
1785727077.8042011,ddos,1,497416,20566196,14913019.0,4178119593.0,9970120.0
1785727078.8479342,ddos,1,500570,20696560,16123124.0,4182935842.0,9715459.0
1785727079.8801594,ddos,1,492986,20383088,16627311.0,4356926310.0,10284436.0
1785727080.9161606,ddos,1,496818,20541472,14862782.0,4210280726.0,10020717.0
1785727081.9599516,ddos,1,500670,20700700,15937494.0,4178887962.0,9939931.0
1785727083.0001652,ddos,1,500488,20693180,15886870.0,4194513696.0,9775711.0
1785727084.0361705,ddos,1,499040,20633320,14822333.0,4192009950.0,9544976.0
1785727085.0801046,ddos,1,503170,20804028,14833562.0,4203976171.0,9538097.0
1785727086.1279662,ddos,1,499372,20647040,16775315.0,4241611203.0,10232800.0
1785727087.1679442,ddos,1,494024,20425992,17339549.0,4348679746.0,10700203.0
1785727088.2043965,ddos,1,497602,20577776,16515378.0,4275178103.0,9831823.0
1785727089.2479625,ddos,1,498514,20614016,16121283.0,4311566554.0,9857848.0
1785727090.2880676,ddos,1,499312,20644560,16356160.0,4212734243.0,10000347.0
1785727091.331941,ddos,1,500958,20712604,16443986.0,4195649995.0,9691703.0
1785727092.376038,ddos,1,500722,20702844,16487079.0,4283567147.0,9949889.0
1785727093.416015,ddos,1,500358,20687796,14997219.0,4191052974.0,9766030.0
1785727094.4450877,ddos,1,241760,9999084,8282069.0,2228578078.0,5681661.0
1785727095.4611373,ddos,1,44,8152,1954219.0,469750840.0,1537347.0
1785727096.4776282,ddos,1,44,8152,2184604.0,481361308.0,1618422.0
1785727097.4939427,ddos,1,44,8156,1947940.0,467232416.0,1562926.0
1785727098.510636,ddos,1,44,8156,869004.0,378483094.0,930380.0
1785727099.5724275,portscan,1,262196,11018560,11666092.0,3594945410.0,15352459.0
1785727100.6075168,portscan,1,262196,11018564,16034711.0,3730935630.0,11116253.0
1785727101.640123,portscan,1,251000,10548332,13063302.0,3347102710.0,29083744.0
1785727102.665231,portscan,1,273356,11487284,14923540.0,3707289432.0,11403630.0
1785727103.6959348,portscan,1,247388,10396628,13355326.0,3484270963.0,15940179.0
1785727104.7321155,portscan,1,266496,11199160,14095158.0,3710993319.0,15829995.0
1785727105.7680848,portscan,1,242778,10202992,12318433.0,3529231734.0,28741514.0
1785727106.8079834,portscan,1,240590,10111108,13013876.0,3389203842.0,27638665.0
1785727107.8519692,portscan,1,248942,10462242,13523274.0,3450462086.0,28969755.0
1785727108.8959763,portscan,1,292634,12296964,14547023.0,3823373914.0,15700213.0
1785727109.933236,portscan,1,296382,12454376,14649739.0,3905454887.0,11231401.0
1785727110.9496372,portscan,1,262196,11018560,17107820.0,3738078359.0,16075440.0
1785727111.987998,portscan,1,262196,11018560,13780414.0,3697955465.0,16693049.0
1785727113.0105307,portscan,1,262196,11018560,12566105.0,3408602578.0,30976370.0
1785727114.027106,portscan,1,262196,11018560,12520985.0,3633954637.0,14980659.0
1785727115.0602794,portscan,1,262196,11018560,13396728.0,3639044416.0,15565051.0
1785727116.100067,portscan,1,257968,10840984,15636024.0,3609955036.0,30142836.0
1785727117.1201055,portscan,1,266384,11194456,14468807.0,3846649754.0,16810263.0
1785727118.1480856,portscan,1,239638,10071128,11269004.0,3393894025.0,27999293.0
1785727119.1731467,portscan,1,284716,11964404,12961225.0,3822663204.0,12298702.0
1785727120.2184873,portscan,1,262214,11023208,14315991.0,4028255163.0,11364420.0
1785727121.263922,portscan,1,279164,11733636,12446279.0,3647968843.0,16152188.0
1785727122.299988,portscan,1,301056,12650684,15387535.0,3982119818.0,11549532.0
1785727123.3439093,portscan,1,294602,12379620,13255284.0,3866465906.0,12947655.0
1785727124.380045,portscan,1,265168,11143384,12302567.0,3562296319.0,20135866.0
1785727125.4161005,portscan,1,256134,10763960,13010990.0,3475255647.0,22974998.0
1785727126.451975,portscan,1,294710,12384148,17362333.0,3967939533.0,12059252.0
1785727127.4878628,portscan,1,280748,11797740,18345816.0,4009262056.0,15278375.0
1785727128.5238662,portscan,1,282874,11887036,14131319.0,3767374420.0,16201918.0
1785727129.5629923,portscan,1,278298,11694860,13103331.0,3712916476.0,15951670.0
1785727130.5999372,portscan,1,271172,11395548,12789422.0,3658027504.0,15549187.0
1785727131.639974,portscan,1,293334,12326360,15070596.0,4009103073.0,12877324.0
1785727132.6879437,portscan,1,298118,12527296,16667377.0,3896113260.0,11154864.0
1785727133.722326,portscan,1,274798,11547848,16157976.0,3765896466.0,15833255.0
1785727134.7387369,portscan,1,262196,11018564,13441399.0,3633962012.0,16052018.0
1785727135.7764578,portscan,1,262196,11018564,16235429.0,3745153518.0,16776606.0
1785727136.8159487,portscan,1,276078,11601600,13891034.0,4024731791.0,12292615.0
1785727137.8519087,portscan,1,269568,11328176,13287410.0,3766127763.0,17196426.0
1785727138.887967,portscan,1,275994,11598084,13882833.0,3704394556.0,16601666.0
1785727139.927985,portscan,1,277302,11653008,14558209.0,3726544555.0,15555044.0
1785727140.963954,portscan,1,287618,12086296,13577755.0,3850233352.0,15556106.0
1785727141.9959905,portscan,1,295704,12425888,13266185.0,3923500851.0,13576708.0
1785727143.0318716,portscan,1,278934,11721564,13861796.0,3807955228.0,14025998.0
1785727144.0678418,portscan,1,292916,12308796,12868108.0,3878332109.0,14247288.0
1785727145.1040056,portscan,1,262712,11040240,13285519.0,3661036311.0,16156630.0
1785727146.1438694,portscan,1,256712,10788228,13500489.0,3591849001.0,24130946.0
1785727147.1910715,portscan,1,272806,11467592,13449202.0,3715444257.0,18919922.0
1785727148.2400234,portscan,1,290982,12229066,14916348.0,4222958648.0,15754192.0
1785727149.2799437,portscan,1,300018,12608506,13464146.0,3953638722.0,13039833.0
1785727150.3239322,portscan,1,294822,12388852,17360937.0,3898373083.0,11377992.0
1785727151.3599608,portscan,1,239248,10054740,12199954.0,3324928907.0,28184605.0
1785727152.3852286,portscan,1,285462,11995732,13625927.0,3848525385.0,12864951.0
1785727153.4239078,portscan,1,249330,10478180,11401668.0,3421213459.0,29291607.0
1785727154.4602804,portscan,1,275030,11557604,13457237.0,3684915488.0,17194603.0
1785727155.487086,portscan,1,262196,11018560,15329478.0,3688270822.0,10802306.0
1785727156.5238569,portscan,1,260826,10961024,11556175.0,3520842946.0,30908555.0
1785727157.563888,portscan,1,236180,9925884,16641368.0,3565939730.0,29169335.0
1785727158.603875,portscan,1,288640,12129208,13642840.0,3833089986.0,13092132.0
1785727159.6206486,portscan,1,263000,11052332,12437262.0,3637919679.0,16450811.0
1785727160.6638963,portscan,1,250256,10517084,13056944.0,3466209966.0,29493321.0
1785727161.7120347,portscan,1,274088,11518028,15020212.0,3815922492.0,11842555.0
1785727162.756052,portscan,1,280718,11796492,14116083.0,3896725107.0,11106143.0
1785727163.7999103,portscan,1,299270,12575668,14063025.0,3908130590.0,12176726.0
1785727164.843928,portscan,1,296796,12471760,14001925.0,3889295404.0,14688190.0
1785727165.8799882,portscan,1,290110,12190960,14600939.0,3941352596.0,11966642.0
1785727166.9198277,portscan,1,281916,11846800,14308053.0,3854678627.0,14150326.0
1785727167.963875,portscan,1,291028,12229870,15149111.0,3919818148.0,14185177.0
1785727169.000042,portscan,1,304412,12791636,16076187.0,3992019584.0,11704919.0
1785727170.0320375,portscan,1,295934,12435556,15086062.0,3896740912.0,11448440.0
1785727171.075986,portscan,1,281352,11823112,14230969.0,3739164183.0,11328606.0
1785727172.1039152,portscan,1,262256,11021084,13096826.0,3676971399.0,10842298.0
1785727173.1438518,portscan,1,270218,11355492,12438486.0,3685613676.0,16630354.0
1785727174.1759398,portscan,1,292808,12304268,13912424.0,3874911650.0,11402618.0
1785727175.2159455,portscan,1,286218,12031368,13880839.0,3840379864.0,15874065.0
1785727176.2561312,portscan,1,247384,10398876,13821109.0,3575785389.0,25532896.0
1785727177.299878,portscan,1,298184,12530048,14955859.0,4062598022.0,12262818.0
1785727178.343878,portscan,1,277634,11666964,13481191.0,3764146437.0,18918805.0
1785727179.3798895,portscan,1,241002,10128420,13036920.0,3394112650.0,27732540.0
1785727180.419862,portscan,1,246632,10364864,11168586.0,3402922179.0,28502196.0
1785727181.4559493,portscan,1,239984,10085648,11989705.0,3300868418.0,27066172.0
1785727182.4958303,portscan,1,255884,10753448,12260595.0,3465212583.0,26446428.0
1785727183.535894,portscan,1,300322,12619844,14947011.0,3976770148.0,13247568.0
1785727184.5679886,portscan,1,287798,12093848,13610365.0,3908657624.0,14978682.0
1785727185.6160443,portscan,1,291318,12241692,14084830.0,3816833342.0,13600515.0
1785727186.6518788,portscan,1,275370,11571868,14502144.0,3774339860.0,16423060.0
1785727187.692227,portscan,1,277968,11681004,15683758.0,3831094413.0,16498321.0
1785727188.7320335,portscan,1,291168,12235380,17293501.0,3956555824.0,13518875.0
1785727189.7680624,portscan,1,290600,12211528,14347633.0,3845712971.0,15303025.0
1785727190.8040082,portscan,1,289748,12175740,14562539.0,3869447044.0,11905355.0
1785727191.8292024,portscan,1,283056,11894680,12639171.0,3796162728.0,11328193.0
1785727192.8680449,portscan,1,262196,11018556,12794175.0,3698881235.0,15753009.0
1785727193.9118772,portscan,1,269638,11331132,13683543.0,3658381850.0,16716025.0
1785727194.944452,portscan,1,254716,10704396,10848595.0,3338914015.0,28488669.0
1785727195.9879231,portscan,1,257902,10838216,12684084.0,3489472022.0,29799616.0
1785727197.0198848,portscan,1,238000,10002320,13879984.0,3562896583.0,28778909.0
1785727198.051394,portscan,1,290612,12212036,16911385.0,3963930837.0,13616369.0
1785727199.079975,portscan,1,262196,11018564,13973619.0,3692525427.0,10556672.0
1785727200.1160922,portscan,1,282222,11859660,12732677.0,3854220926.0,11262953.0
1785727201.1518743,portscan,1,298680,12550900,12967841.0,3965859856.0,12737904.0
1785727202.187968,portscan,1,271530,11412022,12425122.0,3647219120.0,18876790.0
1785727203.228785,portscan,1,251548,10573798,11878880.0,3620678625.0,26295052.0
1785727204.267999,portscan,1,281144,11816784,13489424.0,3741659964.0,16830288.0
1785727205.3119378,portscan,1,286168,12025392,14163609.0,3771343202.0,15842980.0
1785727206.352116,portscan,1,276640,11623798,15859656.0,3765863980.0,16460308.0
1785727207.3878636,portscan,1,282058,11854178,15766187.0,3865837660.0,16998129.0
1785727208.4201078,portscan,1,271196,11396564,14053800.0,3874579016.0,17057102.0
1785727209.4681191,portscan,1,297232,12490072,13009897.0,3886451574.0,13503872.0
1785727210.512038,portscan,1,286066,12021108,13470489.0,3793310476.0,14789804.0
1785727211.5560338,portscan,1,287890,12097720,13118346.0,3789208653.0,12254505.0
1785727212.5920904,portscan,1,285726,12006820,14468204.0,3792860279.0,15257534.0
1785727213.629163,portscan,1,274326,11528016,13883425.0,3729385095.0,10921877.0
1785727214.6545506,portscan,1,262196,11018564,12661603.0,3899461711.0,15972103.0
1785727215.6840022,portscan,1,262196,11018560,11956196.0,3401992713.0,30719001.0
1785727216.7241254,portscan,1,246168,10345388,12020425.0,3467778469.0,29802340.0
1785727217.7492523,portscan,1,278180,11689892,15366935.0,3958675130.0,12951684.0
1785727218.7879236,portscan,1,253814,10666512,14337912.0,3569294556.0,27540363.0
1785727219.8090994,portscan,1,8386,358524,2740503.0,489543245.0,1579038.0
1785727220.8254766,portscan,1,44,8148,1366560.0,516898268.0,1218127.0
1785727221.8423605,portscan,1,44,8152,868100.0,379205005.0,947580.0
1785727222.864817,portscan,1,44,8156,863210.0,379428802.0,933644.0
1785943583.3097744,mqtt_flood,1,15410,27046058,67216651.0,6225028765.0,53868219.0
1785943584.3356557,mqtt_flood,1,17328,29231118,71157920.0,6474813597.0,55562237.0
1785943585.3646927,mqtt_flood,1,21718,30860330,72344640.0,6624192838.0,56961639.0
1785943586.3929276,mqtt_flood,1,18058,30611716,71387240.0,6592929927.0,54818441.0
1785943587.418852,mqtt_flood,1,17502,30786750,71914729.0,6664563657.0,55654529.0
1785943588.4484146,mqtt_flood,1,18742,29832678,70957762.0,6741276359.0,54404128.0
1785943589.4761562,mqtt_flood,1,19394,30680962,71955940.0,6665335747.0,56456803.0
1785943590.5005686,mqtt_flood,1,18298,28829110,70813727.0,6489248671.0,56201657.0
1785943591.5298162,mqtt_flood,1,31576,32591486,71664695.0,6307546168.0,53703196.0
1785943592.575404,mqtt_flood,1,26898,29538510,72521178.0,6650610801.0,57598442.0
1785943593.6063974,mqtt_flood,1,22582,31014370,73260778.0,6715488866.0,57076732.0
1785943594.6320293,mqtt_flood,1,18464,30815120,71056699.0,6669459062.0,53944199.0
1785943595.6591814,mqtt_flood,1,18334,32587128,72459430.0,6838143893.0,53573719.0
1785943596.6870658,mqtt_flood,1,17502,31510020,71764568.0,6727095681.0,53566156.0
1785943597.7133963,mqtt_flood,1,16700,31010044,71612533.0,6694015345.0,53783625.0
1785943598.737925,mqtt_flood,1,17440,31262154,71205763.0,6654912068.0,53292416.0
1785943599.7657309,mqtt_flood,1,18458,31073592,71240322.0,6765997113.0,54125179.0
1785943600.795126,mqtt_flood,1,18174,28999296,70907721.0,6532546818.0,54750422.0
1785943601.8219368,mqtt_flood,1,17368,32088248,71555707.0,6838008103.0,53103456.0
1785943602.846449,mqtt_flood,1,22148,31911018,72705720.0,6791899986.0,54818301.0
1785943603.8699708,mqtt_flood,1,45048,32762078,73432895.0,6255133374.0,55061725.0
1785943604.8991845,mqtt_flood,1,57048,77281550,71921856.0,5107830706.0,20064095.0
1785943605.9187026,mqtt_flood,1,50660,80708840,71518522.0,5261766993.0,17639942.0
1785943607.0298913,mqtt_flood,1,48964,77055238,72316959.0,5474031632.0,21458538.0
1785943608.110447,mqtt_flood,1,44296,68349938,77128810.0,7133198598.0,36554607.0
1785943610.6126506,mqtt_flood,1,33476,63857584,74842646.0,8832700873.0,43426622.0
1785943616.6304233,mqtt_flood,1,107268,146513814,1500651.0,316869759.0,953644.0
1785943617.6626143,mqtt_flood,1,742,39424,5755043.0,1003814998.0,4393904.0
1785943618.813407,mqtt_flood,1,11908,14916096,51699347.0,6865387642.0,34446823.0
1785943619.8458705,mqtt_flood,1,51798,92144032,72863698.0,5658992144.0,20346109.0
1785943620.8666708,mqtt_flood,1,35390,60282818,59859998.0,4570753462.0,11742451.0
1785943621.8893075,mqtt_flood,1,1952,8311908,897412.0,81084231.0,1020906.0
1785943626.538854,mqtt_flood,1,23522,32891050,70291705.0,8135699371.0,40299155.0
1785943627.7089283,mqtt_flood,1,32502,43011742,71425121.0,8105314382.0,61342861.0
1785943628.7777212,mqtt_flood,1,51312,95796478,72296560.0,5737359919.0,22592513.0
1785943630.1386883,mqtt_flood,1,56000,119431680,73012029.0,6146718557.0,19876217.0
1785943631.1582675,mqtt_flood,1,55472,115940156,77060804.0,7466071101.0,27804514.0
1785943632.1803815,mqtt_flood,1,42778,75570394,69738324.0,5313676155.0,13396289.0
1785943633.2066343,mqtt_flood,1,25200,26469850,69718676.0,7184364273.0,24596368.0
1785943634.2541354,mqtt_flood,1,64146,63254988,74639336.0,5655574298.0,35852090.0
1785943635.2736015,mqtt_flood,1,37136,36386484,68632727.0,6441919044.0,28807504.0
1785943636.2947614,mqtt_flood,1,27174,34124732,68011868.0,5859456093.0,25136757.0
1785943637.5162292,mqtt_flood,1,41590,37350858,70594281.0,7131447436.0,56704601.0
1785943638.9806745,mqtt_flood,1,32758,46064446,73780309.0,8848977001.0,50546462.0
1785943640.0190914,mqtt_flood,1,28740,25158406,74764376.0,8178778840.0,52580214.0
1785943641.0494568,mqtt_flood,1,29116,23763938,68660165.0,6043023801.0,67968724.0
1785943644.896291,mqtt_flood,1,55264,58640754,79730787.0,8373243099.0,46634819.0
1785943647.6598463,mqtt_flood,1,48644,61439130,69185405.0,7480531048.0,52150472.0
1785943648.7665882,mqtt_flood,1,65398,48892950,71409936.0,5482754000.0,52233219.0
1785943649.8912594,mqtt_flood,1,66886,38822560,71440018.0,5374666850.0,53433120.0
1785943652.4236634,mqtt_flood,1,7492,510726,66042743.0,5932767632.0,17222737.0
1785943653.443284,mqtt_flood,1,7532,443774,67768413.0,5767846962.0,13514019.0
1785943655.0094824,mqtt_flood,1,10492,9677368,78558385.0,9616682447.0,45621483.0
1785943656.0684268,mqtt_flood,1,46266,82640482,72881289.0,6053909740.0,25742435.0
1785943657.088329,mqtt_flood,1,44412,91961960,71580524.0,5700529773.0,32273639.0
1785943662.3308065,mqtt_flood,1,21038,23403376,75246222.0,8628846279.0,50828558.0
1785943663.360088,mqtt_flood,1,24194,41054040,71702330.0,7929641649.0,46891839.0
1785943664.3804648,mqtt_flood,1,45094,77678488,73008510.0,6093823032.0,25591781.0
1785943665.3994808,mqtt_flood,1,51346,79598412,72554784.0,5230077250.0,15496343.0
1785943666.5042443,mqtt_flood,1,53120,94068010,73186075.0,6288790507.0,26524857.0
1785943667.5432167,mqtt_flood,1,36712,35507264,70993300.0,7298563309.0,58574570.0
1785943668.601328,mqtt_flood,1,37598,27948782,75464575.0,7938046634.0,54055243.0
1785943670.1205418,mqtt_flood,1,36930,33930992,79587408.0,8407319267.0,60385652.0
1785943671.2058852,mqtt_flood,1,56808,36701322,75166743.0,5507066851.0,57925825.0
1785943674.0997646,mqtt_flood,1,48900,34768836,71725477.0,10381994153.0,63209087.0
1785943675.1351516,mqtt_flood,1,35514,25554638,68266277.0,9203078624.0,72087220.0
1785943676.3198147,mqtt_flood,1,54576,54770718,66063524.0,8599875480.0,45799529.0
1785943711.984124,mqtt_flood,1,85686,9807856,21645418.0,3433204683.0,19980275.0
1785943713.0379682,mqtt_flood,1,90,11436,22131356.0,3399638991.0,18638584.0
1785943714.053899,mqtt_flood,1,78,10560,19357103.0,2940777327.0,15414230.0
1785943715.0702777,mqtt_flood,1,78,10556,8690591.0,1267132143.0,7488171.0
1785943716.086727,mqtt_flood,1,78,10560,6522313.0,971873996.0,6200294.0
1785943717.1066546,mqtt_flood,1,42,8008,6827543.0,990660657.0,6035136.0
1785943718.1225865,mqtt_flood,1,44,8152,7068076.0,1100273076.0,6032845.0
1785943719.138527,mqtt_flood,1,44,8152,5712032.0,940577766.0,5176670.0
1785943720.1546462,mqtt_flood,1,44,8148,3136721.0,615789653.0,2937428.0
1785943721.170586,mqtt_flood,1,44,8152,7064384.0,944402698.0,5436690.0
1785943722.187106,mqtt_flood,1,44,8156,3676691.0,714213421.0,3844365.0
1785943723.2085264,mqtt_flood,1,44,8148,3333579.0,632741160.0,3180832.0
1785943724.2310078,mqtt_flood,1,44,8152,2980449.0,605505100.0,2929986.0
1785943725.252289,mqtt_flood,1,44,8156,3117380.0,648547356.0,3172326.0
1785943726.273847,mqtt_flood,1,44,8152,2845771.0,573345066.0,2909943.0
1785943727.290159,mqtt_flood,1,44,8152,1019597.0,391885863.0,1109202.0
1785943728.3062866,mqtt_flood,1,44,8156,899690.0,382110534.0,963707.0
1785943729.3223076,mqtt_flood,1,26,5990,862938.0,382182589.0,918348.0
1785943730.3381877,mqtt_flood,1,0,0,193825.0,49926827.0,157374.0
1785943731.629428,mqtt_flood,1,44,8152,4340583.0,655402452.0,2915249.0
1785943732.645155,mqtt_flood,1,0,0,73619.0,6771300.0,93984.0
1785943733.6608756,mqtt_flood,1,0,0,76192.0,7228110.0,82340.0
1785943734.676647,mqtt_flood,1,0,0,75336.0,6890391.0,85081.0
1785943735.69256,mqtt_flood,1,0,0,146936.0,16342924.0,139681.0
1785943739.0852003,mqtt_flood,1,80,14962,972808.0,398980042.0,1052468.0
1785943740.1122954,mqtt_flood,1,44,8152,1575009.0,556940608.0,1315050.0
1785943741.1354232,mqtt_flood,1,70,11668,3392450.0,609396334.0,2406968.0
1785943742.151333,mqtt_flood,1,44,8156,1977450.0,469689258.0,1572004.0
1785943743.167166,mqtt_flood,1,44,8152,899710.0,383155614.0,971818.0
1785943744.1834426,mqtt_flood,1,44,8152,881247.0,380255759.0,949307.0
1785943745.2001638,mqtt_flood,1,44,8152,882537.0,380179021.0,950036.0
1785943746.222571,mqtt_flood,1,44,8156,889944.0,383098964.0,967802.0
1785943747.245179,mqtt_flood,1,44,8152,1864083.0,518719041.0,1860740.0
1785943748.2734532,mqtt_flood,1,44,8148,3101735.0,706443595.0,2559151.0
1785943749.289497,mqtt_flood,1,44,8152,882654.0,381393521.0,962868.0
1785943750.305523,mqtt_flood,1,52,8658,997133.0,421012638.0,1021347.0
1785943751.3217697,mqtt_flood,1,44,8156,3497590.0,609116796.0,2535600.0
1785943752.3376153,mqtt_flood,1,44,8156,2034089.0,477457692.0,1623392.0
1785943753.3540027,mqtt_flood,1,44,8152,1477597.0,556986241.0,1213317.0
1785943754.380227,mqtt_flood,1,44,8148,897709.0,381643697.0,980139.0
1785943755.4022295,mqtt_flood,1,44,8156,889582.0,382370478.0,970871.0
1785943756.424367,mqtt_flood,1,44,8152,906810.0,384008321.0,984644.0
1785943757.4462209,mqtt_flood,1,44,8156,2500391.0,476558281.0,1418823.0
1785943758.4685998,mqtt_flood,1,44,8152,963413.0,422779258.0,996496.0
1785943759.4905615,mqtt_flood,1,44,8156,902433.0,382074715.0,969531.0
1785943760.5128565,mqtt_flood,1,44,8152,998380.0,422659589.0,1027308.0
1785943761.5345058,mqtt_flood,1,44,8156,4405663.0,662802416.0,2996195.0
1785943762.550356,mqtt_flood,1,44,8156,905098.0,383338127.0,991685.0
1785943763.566306,mqtt_flood,1,44,8156,889526.0,381972174.0,957950.0
1785943764.582302,mqtt_flood,1,44,8152,888930.0,380325825.0,951009.0
1785943765.5980265,mqtt_flood,1,44,8156,952931.0,390378562.0,1002907.0
1785943766.6138303,mqtt_flood,1,44,8152,2678592.0,536134782.0,1506763.0
1785943767.6296384,mqtt_flood,1,44,8152,1721536.0,418007294.0,1033900.0
1785945308.6120484,cpu_attack,1,232,20628,4698070.0,8145554412.0,4507943.0
1785945309.642573,cpu_attack,1,124,14246,3127066.0,8086513388.0,3343971.0
1785945310.6718972,cpu_attack,1,124,14242,5566050.0,8250551259.0,4845079.0
1785945311.7051194,cpu_attack,1,132,14862,3271665.0,8144628133.0,3250825.0
1785945312.732032,cpu_attack,1,132,14864,3157700.0,7744365512.0,3229509.0
1785945313.7598937,cpu_attack,1,124,14242,3075550.0,8072572323.0,3261216.0
1785945314.7961497,cpu_attack,1,132,14856,3118365.0,8111514587.0,3237596.0
1785945315.8324459,cpu_attack,1,134,14896,3036580.0,8149341805.0,3330759.0
1785945316.8684783,cpu_attack,1,116,13632,4145671.0,8167623166.0,3924672.0
1785945317.896187,cpu_attack,1,124,14240,2938613.0,7462247676.0,3025205.0
1785945318.9282901,cpu_attack,1,140,15464,3063452.0,8083933523.0,3279189.0
1785945319.9680462,cpu_attack,1,124,14248,3080754.0,8136992268.0,3296847.0
1785945321.0006154,cpu_attack,1,132,14844,6320280.0,8392249327.0,5053898.0
1785945322.028117,cpu_attack,1,124,14242,3065029.0,8107689612.0,3279756.0
1785945323.0680974,cpu_attack,1,132,14848,3034577.0,7718615392.0,3208389.0
1785945324.0909019,cpu_attack,1,124,14242,3084930.0,8076533205.0,3243994.0
1785945325.1303017,cpu_attack,1,124,14244,3134072.0,8111901741.0,3224129.0
1785945326.1569364,cpu_attack,1,124,14242,4294685.0,8181148746.0,3947378.0
1785945327.196179,cpu_attack,1,124,14248,3118637.0,8079979549.0,3234663.0
1785945328.2239861,cpu_attack,1,132,14856,3062218.0,7745429253.0,3241932.0
1785945329.25094,cpu_attack,1,132,14858,3168374.0,8102937260.0,3242859.0
1785945330.2879746,cpu_attack,1,132,14850,5563838.0,8203060404.0,4758566.0
1785945331.3200586,cpu_attack,1,124,14244,3222906.0,8103533617.0,3429359.0
1785945332.3474822,cpu_attack,1,124,14246,3134062.0,8135092862.0,3237127.0
1785945333.381502,cpu_attack,1,132,14862,3127153.0,7955602267.0,3225680.0
1785945334.4263232,cpu_attack,1,132,17720,3219319.0,8141918927.0,3231165.0
1785945335.4543736,cpu_attack,1,126,14808,3418599.0,8349976309.0,3595728.0
1785945336.485947,cpu_attack,1,166,18970,4257247.0,8168129730.0,3952846.0
1785945337.523882,cpu_attack,1,124,14246,3178273.0,8102150244.0,3187043.0
1785945338.551942,cpu_attack,1,124,14244,3133385.0,7324963735.0,3050765.0
1785945339.5808985,cpu_attack,1,138,15294,3171055.0,8123900679.0,3256673.0
1785945340.608239,cpu_attack,1,124,14250,5656097.0,8245798761.0,4750328.0
1785945341.6382008,cpu_attack,1,132,14860,3220388.0,8097262771.0,3361949.0
1785945342.6740234,cpu_attack,1,124,14250,3192133.0,8197238577.0,3288917.0
1785945343.7080326,cpu_attack,1,116,13634,3075363.0,7931781655.0,3181601.0
1785945344.7408435,cpu_attack,1,124,14250,3068423.0,8093934725.0,3281203.0
1785945345.77744,cpu_attack,1,132,14846,3078423.0,8146440350.0,3278360.0
1785945346.8080564,cpu_attack,1,124,14238,4316974.0,8179334737.0,3799659.0
1785945347.836773,cpu_attack,1,124,14252,3162066.0,8091481080.0,3170894.0
1785945348.869493,cpu_attack,1,132,14846,2999978.0,7512568495.0,3084680.0
1785945349.8979309,cpu_attack,1,132,14856,3664065.0,8017948082.0,3464115.0
1785945350.9321992,cpu_attack,1,124,14244,5744836.0,8364190024.0,4757345.0
1785945351.9631453,cpu_attack,1,124,14254,3126001.0,8093750778.0,3232082.0
1785945352.999855,cpu_attack,1,124,14238,3208974.0,8105928203.0,3163751.0
1785945354.0360837,cpu_attack,1,132,14850,3083620.0,8062529245.0,3247892.0
1785945355.0655563,cpu_attack,1,124,14240,3037725.0,7696409199.0,3104360.0
1785945356.0946505,cpu_attack,1,124,14244,3183229.0,8125408642.0,3239708.0
1785945357.1318119,cpu_attack,1,132,14858,4086552.0,8165951089.0,3884163.0
1785945358.1636536,cpu_attack,1,132,14856,3163581.0,8092421225.0,3210945.0
1785945359.1998968,cpu_attack,1,124,14246,3069901.0,8071906980.0,3318142.0
1785945360.2280734,cpu_attack,1,132,14854,3223917.0,7928995795.0,3248881.0
1785945361.2651958,cpu_attack,1,116,13632,5547695.0,8273185586.0,4913740.0
1785945362.291957,cpu_attack,1,124,14236,3172857.0,8088329755.0,3260297.0
1785945363.3183556,cpu_attack,1,116,13632,3768017.0,8201073259.0,3480715.0
1785945364.353329,cpu_attack,1,132,14858,3128441.0,8095390805.0,3258159.0
1785945365.3881044,cpu_attack,1,124,14248,3039402.0,7951495578.0,3278835.0
1785945366.4238946,cpu_attack,1,150,19504,3919980.0,8171387761.0,3761631.0
1785945367.4536815,cpu_attack,1,124,14240,3467108.0,8392540612.0,3440626.0
1785945368.4977038,cpu_attack,1,226,22144,3144991.0,8100235465.0,3508789.0
